가/JKS
누구/NP
가/JKS
누구/NP
가/JKS
이/VCP
가/EC
이/VCP
가/EF
이/VCP
가/JKS
갈/VV
가/VV
아/EC
가/VV
/EF
가/VX
아/EC
가/VX
아/EF
가게/NNG
/JKO
가깝/VA
아/EC
가깝/VA
어/EC
오/VX
아/EC
가깝/VA
아/EF
가깝/VA
어/EC
오/VX
아도/EC
가깝/VA
어/EC
오/VX
아서/EC
가깝/VA
어/EC
오/VX
았/EP
가깝/VA
어/EC
지/VX
어/EC
가깝/VA
어/EC
오/VX
아/EC
지/VX
었/EP
가깝/VA
어/EC
지/VX
었/EP
가깝/VV
아/EC
지/VX
었/EP
가깝/VA
어/EC
지/VX
었/EP
으나/EC
가깝/VA
어/EC
지/VX
/ETM
가깝/VA
어/EC
지/VX
수록/EC
가깝/VA
어/EC
오/VX
아/EC
지/VX
/ETN
가깝/VA
어/EC
지/VX
/ETN
가깝/VA
어/EC
오/VX
았/EP
가깝/VA
았/EP
가깝/VA
어/EC
오/VX
았/EP
으므로/EC
가깝/VA
가깝/VA
으나/EC
가깝/VA
으니까/EC
가깝/VA
으리라는/ETM
가깝/VA
으리만치/EC
가깝/VA
으며/EC
가깝/VA
으면/EC
가깝/VA
으면서/EC
가깝/VA
으면서/EC
도/JX
가깝/VA
/ETM
가깝/VV
은/ETM
가깝/VA
가/EC
가깝/VA
가요/EF
가깝/VA
데/EC
가깝/VA
데요/EC
가깝/VA
지/EC
가깝/VA
지/EF
가깝/VA
/ETM
가깝/VA
수록/EC
가깝/VA
지/EC
가깝/VA
/ETN
가깝/VA
어/EC
가깝/VA
어/EF
가깝/VA
어도/EC
가깝/VA
어서/EC
가깝/VA
어서/EC
야/JX
가깝/VA
어서/EC
이/VCP
었/EP
던/ETM
가깝/VA
어야/EC
가깝/VA
어야/EC
만/JX
가깝/VA
어/EC
오/VX
다는/ETM
가깝/VA
어/EC
오/VX
/ETM
가깝/VA
어/EC
오/VX
수록/EC
가깝/VA
어요/EF
가깝/VA
어/EC
지/VX
어/EC
가깝/VA
어/EC
지/VX
어서/EC
가깝/VA
어/EC
지/VX
어야/EC
가깝/VA
어/EC
지/VX
요/EF
가깝/VA
어/EC
지/VX
었/EP
가깝/VA
어/EC
지/VX
었/EP
을/ETM
가깝/VA
어/EC
지/VX
었/EP
음/ETN
을/JKO
가깝/VA
어/EC
지/VX
/ETM
가깝/VA
어/EC
지/VX
다/EF
가깝/VA
어/EC
지/VX
다는/ETM
가깝/VA
어/EC
지/VX
/ETM
가깝/VA
어/EC
지/VX
래야/EC
가깝/VA
어/EC
지/VX
수록/EC
가깝/VA
어/EC
지/VX
지/EF
가깝/VA
어/EC
지/VX
/ETN
가깝/VA
어/EC
지/VX
니다/EF
가깝/VA
었/EP
가깝/VV
었/EP
가깝/VA
었/EP
더라/EC
하/VX
았/EP
가깝/VA
었/EP
어/EF
가깝/VA
었/EP
어야/EC
가깝/VA
었었/EP
다고/EC
가깝/VA
었/EP
으면/EC
가깝/VA
었/EP
을/ETM
가꾸/VV
/ETM
가꾸/VV
다/EF
가꾸/VV
다는/ETM
가꾸/VV
/ETM
가꾸/VV
려고/EC
가꾸/VV
/ETN
가꾸/VV
니다/EC
가꾸/VV
어/EC
가꾸/VV
어도/EC
가꾸/VV
어서/EC
